RaceTime,VO2max,WeeklyMileage,BodyMass,Age,TrainingYears
68.87825366580809,57.9802849180674,37.56507483616892,79.56988616645351,37.94938647098321,5.375673507943722
64.21127229197522,54.17041419297289,41.597284397045456,62.77834675822375,31.853289501381113,3.711783376624241
61.789883127649475,58.88613122860416,61.20940407684893,80.6960592010566,35.22995858347854,5.366892509096852
62.9289137594878,64.13817913844815,59.155553981501974,85.55637858804951,45.22761490085839,6.629894087109164
66.58731663636503,53.59507975165998,49.68647609053778,76.13434903223701,36.528792544159224,5.146580210977113
67.27415610910083,53.59517825830492,51.75991074963173,90.76795812558066,35.37149238524919,5.121775073611647
61.02549662975086,64.47527689304435,69.16497343682637,64.26210800896428,24.121150872160648,2.8940249365797337
66.49694871893678,59.604608374917454,41.12642916746255,59.55345296688583,40.97002852821777,3.0112972473471555
65.52118638957704,52.18315368439029,58.20646071755057,54.212797510957216,40.1638734491286,0.7921841846009192
70.97355483707943,58.25536026151579,46.96711021349159,86.96044311489183,52.30603778644368,10.248730229560818
65.19924382163555,52.21949384312523,46.73478195159169,78.54365656354058,32.53777412037599,1.268410293826145
65.58072559939708,52.20562147857846,66.48165277980786,71.44415329089544,36.75320262131151,2.921284406612278
62.854734380751886,56.45177362939621,62.38124523482045,74.7996862631982,36.995069469686044,2.8447782032924076
63.35771373167845,43.52031853205321,62.20264454000958,60.74510952701623,47.6196262381078,7.684773130833324
71.76217303948872,44.6504930049218,69.58218210731494,96.45751979616827,34.23763574090438,4.115150965123917
66.72291928981669,51.626274824554166,50.31505762449139,73.29221181975228,37.232172206162716,8.743226218021201
73.0241528273976,48.923013277993455,60.22929456942446,73.09394794604893,39.863172077732315,2.979528127268394
68.1263035885095,56.88548399557164,45.34599865109816,79.25766623898691,36.49287298525086,5.836982486671406
65.65464871416425,49.55185554687274,54.86249528732663,76.81009231736714,31.428531083595775,2.493958840220728
74.80264907664532,46.52617779198825,48.047854184484734,74.23884024279131,36.55271994318646,11.435447383320165
65.49475689446942,63.79389261352932,51.45493947489077,64.09525544554688,43.58905399887818,1.4372047429114616
67.54743728039179,53.64534219708079,58.9273553815537,76.71468357135996,26.787877604711518,5.929462130681083
68.03650403968263,55.40516922812754,37.726689751497915,90.82024496475034,36.06375739317501,6.901330642796296
65.49588379734047,46.45151088271926,81.3858091352819,85.45420046154977,29.399033480486615,6.2413972923544945
69.92365593583666,51.7337036528489,34.90973927750447,87.93186626639397,44.56037303139874,4.444137023366875
69.14946694349031,55.6655355382592,31.78717080818402,66.88784323568815,22.8145047617298,4.610537900799722
71.83089884303443,48.09403853546618,67.37166310250102,62.10395179741419,30.528625221827294,5.131434415937329
68.62144204916679,57.25418811007403,61.87494040944404,70.74213079900352,38.01769500051617,4.558993995114534
65.55556632084183,51.39616786048717,59.36179725578233,72.55724912288694,47.52419223387472,7.891637350384729
62.856700580477515,53.249837501240336,59.4251826389642,82.94191518470949,34.4739979114161,11.631569004774054
65.94979665808773,51.389760326623616,49.81629840729628,55.07535370285181,30.558403786454413,3.3275246449764992
59.86457060285987,66.11366910705362,36.54118442771252,87.29550319460614,50.04925655552472,0.8905910612627661
66.07589206281106,54.9190166515724,51.137068372905894,70.4199210142101,23.415888796670046,4.735153854946235
66.56295693457008,48.6537344262646,39.842574327318324,67.7311893005258,17.409552347039345,12.739128012962956
60.42400963691087,59.93526947261913,64.62679600126627,61.87895624739832,38.52011560042666,2.5889762960908076
61.65438525249413,47.67493810017387,47.79413927746792,55.451433281342304,30.98356620517911,9.917350416332201
67.68181145691494,56.25318157002853,37.61754204811233,80.23170583961914,26.830137462954294,10.033102442229321
70.58910867378768,43.24197925672135,45.1792123752051,72.73317967188405,40.66685157839483,3.339235274876016
63.76435889994998,47.030883706609416,56.193971814134365,59.10039100258946,36.95040571016959,6.7069492375558255
54.90565302749431,56.181167415214745,41.54413170794038,59.04921227936384,30.487370954106172,9.885189869385615
64.05580407836806,59.430799479972464,37.666694066503524,68.64215300709871,24.757564810632843,3.862616777037539
72.89505570071141,56.02820968713982,53.65530817237868,88.69021525289392,41.97965862624116,4.389258919692915
71.10239538158542,54.30611030567056,53.674498566630845,69.40408648636395,40.20160942366929,3.254957258154069
64.55322165833593,53.193377826464264,42.39585236943305,56.96857046881894,34.20659308976494,1.9557298079213994
69.37655717644435,46.12886805779544,42.93442541572516,69.54256935914056,49.77309596838133,3.0521673648019787
68.75691313587697,50.680934749631746,53.480749060364545,69.2727643025233,26.43932186939078,1.3281791997132304
62.014457973206916,52.236167374241276,28.27873487754014,45.03113357058429,22.79579863260209,5.102250404777678
65.63467310412172,61.34273335731349,28.888043384351672,71.45705133482188,29.464735440950044,2.6900803068240746
67.7220450157237,57.061709737410766,39.22333668121346,69.69065469791322,34.63531186915602,5.701357735372243
76.22008113148334,44.4217590678236,46.798292724322295,78.96206364813418,36.94671559458153,0.33231306138911787
66.31477876077197,56.94450381636877,54.66361348397007,90.48956094945345,33.07011153714936,5.992640696643371
65.6658856075927,52.6895063175021,72.13034325424329,83.26565029547757,37.816443172114376,7.500586884826774
64.12844893352917,50.93846799816425,62.86489434803029,69.3111130944517,24.98768460647645,-0.981206927714366
61.031108488674086,58.670057733045205,47.60092205054859,60.934740912583294,46.55011683258608,6.1221697095427166
64.95240430896939,61.18599713497571,49.71475688145967,97.7335980324986,34.34279057285945,8.683006977419875
66.74299434826386,60.58768071469719,34.96205953043287,72.59218434014488,43.93836665270502,1.3710769439263837
70.32000466936141,49.96469486066417,49.72230296011415,72.13929291912946,37.74180277102163,10.01771716051311
64.6269195583762,53.14472574489271,45.670120416197925,71.75874912889996,38.65402575323027,6.257057028098135
69.86925612978884,56.98758058842138,54.84077840507134,73.98084760767856,39.558138241857634,2.8849644327247734
63.46628150054888,60.853270762734155,37.59153584671515,70.55639588076058,38.58166848013852,4.832692767026882
65.81390032710353,52.12495457292826,57.79019771361759,66.26337993119763,40.14178207894035,6.674980737565168
